# Time,Dem-A,Order-A-MPC, Order-A-Pol
0 5.28707223888 11.002404 5.117672342
1 4.77623124193 6.3739654923 4.8939035839
2 3.88676782258 4.8809208919 3.6629990645
3 6.06599566965 3.9464544765 4.8350911502
4 5.20089529573 4.4283940602 6.3729873815
5 4.17120430577 4.9517281547 5.7091005371
6 5.60143769983 5.4147313665 4.9375508554
7 5.84177973871 4.6075460106 5.070230057
8 5.27324828146 5.0793954271 5.4059274831
9 3.63900453198 4.8191798641 3.9747019581
10 5.12497782686 4.6573270818 3.6937523019
11 5.18018961221 4.8939840663 4.899239956
12 4.83941238915 4.5828753207 6.0449000432
13 4.43429031056 4.6652833408 5.5799503978
14 4.84571113985 5.0659517256 4.3807614944
15 5.70274899373 4.4011646818 4.5035600903
16 5.15799740849 4.2006043184 5.2807960044
17 3.34551581644 3.4865417994 4.1227517305
18 3.89628308281 4.8035565253 2.7382388089
19 2.69372558097 4.7805380993 0.0
20 6.13355703863 4.637516183 4.7045308891
21 4.73171242237 5.73113568 9.4362433115
22 4.68382312534 5.2218605052 9.4155355477
23 7.34111931163 4.431302748 7.3204115478
24 4.45367925792 5.0156868266 2.576102436
25 4.65663100275 5.2343222266 0.0
26 5.72179846402 5.6711956519 2.8404707408
27 4.76825649252 5.3163046667 7.6087272333
28 6.10820534116 5.9210830504 10.876462
29 4.60048013879 5.2429683206 7.8682147392
30 6.46532161485 4.6846816723 4.4146124544
31 3.95419546739 5.177821976 0.0
32 4.65426960093 5.7437670271 0.0
33 5.00769853883 5.6477326963 4.7904109339
34 6.26709576842 5.4977945619 11.057507
35 5.39470535009 4.9074043884 11.661801
36 5.10327646081 4.5738766851 5.7075705793
37 4.64377896237 4.3316546015 0.0
38 4.89896378425 4.8910782282 0.0
39 5.03361920697 4.8989889309 2.9145613101
40 4.91957204666 5.4341340002 7.8341333568
41 4.9757679569 4.7432563505 9.8953400036
42 6.22240682739 4.6836686501 8.2836134742
43 3.90720926075 5.2557248176 0.0
44 4.69284769135 5.7011446352 0.0
45 5.31251884511 5.6327408654 4.0172357936
46 5.66653820125 5.6738054199 9.6837739949
47 6.03864438566 4.7790453738 11.705183
48 6.10929760977 5.1248836337 8.2039091417
49 3.93387874908 5.0363867586 0.0
