   0.0000000e+00   1.5000000e+01   1.5000000e+01   0.0000000e+00   2.3000000e+01   2.3000000e+01   0.0000000e+00   1.0000000e+01   1.0000000e+01
   1.0000000e+00   7.5182950e+00   1.3734619e+01   1.0000000e+00   1.6622955e+01   2.0221744e+01   1.0000000e+00   2.5182950e+00   8.7346189e+00
   2.0000000e+00   7.4212025e+00   1.3708841e+01   2.0000000e+00   1.6406542e+01   1.9964922e+01   2.0000000e+00   2.4212025e+00   8.7088412e+00
   3.0000000e+00   1.1377046e+01   1.5123281e+01   3.0000000e+00   2.1499568e+01   2.3479279e+01   3.0000000e+00   5.5636127e-07   7.3450255e+00
   4.0000000e+00   1.1593474e+01   1.5209342e+01   4.0000000e+00   2.6579326e+01   2.6972040e+01   4.0000000e+00   1.5737800e-05   7.1742637e+00
   5.0000000e+00   1.6500432e+01   1.8482431e+01   5.0000000e+00   2.7410559e+01   2.7413926e+01   5.0000000e+00   1.0965304e-07   3.9617108e+00
   6.0000000e+00   2.1420673e+01   2.1762004e+01   6.0000000e+00   2.7442803e+01   2.7441391e+01   6.0000000e+00   2.3316833e-06   7.3404357e-01
   7.0000000e+00   2.2375201e+01   2.2369467e+01   7.0000000e+00   2.7444323e+01   2.7444109e+01   7.0000000e+00   1.8409850e-06   8.6394235e-02
   8.0000000e+00   2.2439931e+01   2.2436275e+01   8.0000000e+00   2.7444438e+01   2.7444395e+01   8.0000000e+00   1.8269672e-06   9.5368130e-03
   9.0000000e+00   2.2444197e+01   2.2443545e+01   9.0000000e+00   2.7444445e+01   2.7444432e+01   9.0000000e+00   1.8262469e-06   1.0525473e-03
   1.0000000e+01   2.2444428e+01   2.2444324e+01   1.0000000e+01   2.7444446e+01   2.7444436e+01   1.0000000e+01   1.8262083e-06   1.9727591e-04
   1.1000000e+01   2.2444443e+01   2.2444416e+01   1.1000000e+01   2.7444446e+01   2.7444436e+01   1.1000000e+01   1.8262059e-06   1.3793919e-04
   1.2000000e+01   2.2444444e+01   2.2444425e+01   1.2000000e+01   2.7444446e+01   2.7444436e+01   1.2000000e+01   1.8262057e-06   1.3302461e-04
   1.3000000e+01   2.2444444e+01   2.2444426e+01   1.3000000e+01   2.7444446e+01   2.7444436e+01   1.3000000e+01   1.8262057e-06   1.3256011e-04
   1.4000000e+01   2.2444444e+01   2.2444426e+01   1.4000000e+01   2.7444446e+01   2.7444436e+01   1.4000000e+01   1.8262057e-06   1.3251828e-04
   1.5000000e+01   2.2444444e+01   2.2444426e+01   1.5000000e+01   2.7444446e+01   2.7444436e+01   1.5000000e+01   1.8262057e-06   1.3251460e-04
   1.6000000e+01   2.2444444e+01   2.2444426e+01   1.6000000e+01   2.7444446e+01   2.7444436e+01   1.6000000e+01   1.8262057e-06   1.3251428e-04
   1.7000000e+01   2.2444444e+01   2.2444426e+01   1.7000000e+01   2.7444446e+01   2.7444436e+01   1.7000000e+01   1.8262057e-06   1.3251425e-04
   1.8000000e+01   2.2444444e+01   2.2444426e+01   1.8000000e+01   2.7444446e+01   2.7444436e+01   1.8000000e+01   1.8262057e-06   1.3251425e-04
   1.9000000e+01   2.2444444e+01   2.2444426e+01   1.9000000e+01   2.7444446e+01   2.7444436e+01   1.9000000e+01   1.8262057e-06   1.3251425e-04
   2.0000000e+01   2.2444444e+01   2.2444426e+01   2.0000000e+01   2.7444446e+01   2.7444436e+01   2.0000000e+01   1.8262057e-06   1.3251425e-04
