U 6 9 red 29
U 9 12 red 60
U 13 15 blue 110
U 16 19 red 123
U 20 22 blue 108
U 23 26 red 132
U 27 29 blue 89
U 30 33 red 135
U 34 36 blue 105
U 37 40 red 130
U 41 43 blue 91
U 44 47 red 128
U 48 50 blue 106
