 0.00000000e+00 4.80000000e+01 3.20000000e+01 4.80000000e+01 3.20000000e+01 4.80000000e+01 3.20000000e+01 4.80000000e+01 3.20000000e+01 4.50000000e+01 3.00000000e+01
 1.00000000e+00 4.77483774e+01 3.18328851e+01 4.78741887e+01 3.19164425e+01 4.78741887e+01 3.20461537e+01 4.77486924e+01 3.25607262e+01 4.50000000e+01 3.00000000e+01
 2.00000000e+00 4.77278213e+01 3.85399502e+01 4.78012765e+01 3.53695230e+01 4.78017463e+01 3.21183771e+01 4.77328126e+01 3.29607256e+01 4.50000000e+01 3.00000000e+01
 3.00000000e+00 4.79434365e+01 4.46791790e+01 4.78559602e+01 3.97687100e+01 4.77220029e+01 3.15877132e+01 4.72170428e+01 3.08261733e+01 4.50000000e+01 3.00000000e+01
 4.00000000e+00 4.20733360e+01 4.70696062e+01 4.46446631e+01 4.21823347e+01 4.76413856e+01 3.09512206e+01 4.68566817e+01 3.01912180e+01 4.50000000e+01 3.00000000e+01
 5.00000000e+00 3.59171675e+01 4.55482919e+01 4.03255604e+01 4.32579454e+01 4.70148938e+01 3.05576606e+01 4.61034283e+01 3.00217133e+01 4.50000000e+01 3.00000000e+01
 6.00000000e+00 2.94363954e+01 3.80917031e+01 3.48118951e+01 4.10144805e+01 4.69042398e+01 3.03456558e+01 4.55853381e+01 2.99870201e+01 4.50000000e+01 3.00000000e+01
 7.00000000e+00 2.48682226e+01 2.61765518e+01 2.88508861e+01 3.02025234e+01 4.68844360e+01 3.02361503e+01 4.52922814e+01 2.99861961e+01 4.50000000e+01 3.00000000e+01
 8.00000000e+00 2.47480501e+01 1.39423042e+01 2.47343946e+01 2.14335855e+01 4.68773569e+01 3.01804321e+01 4.51405227e+01 2.99910384e+01 4.50000000e+01 3.00000000e+01
 9.00000000e+00 2.96477488e+01 6.42512772e+00 2.79437252e+01 1.85543579e+01 4.68738748e+01 3.01522966e+01 4.50658389e+01 2.99950346e+01 4.50000000e+01 3.00000000e+01
 1.00000000e+01 3.84839964e+01 7.53830003e+00 3.61729032e+01 2.19972630e+01 4.68720708e+01 3.01381472e+01 4.50302798e+01 2.99974570e+01 4.50000000e+01 3.00000000e+01
 1.10000000e+01 4.83663408e+01 1.82284949e+01 4.50782622e+01 2.95845526e+01 4.68711400e+01 3.01310481e+01 4.50137338e+01 2.99987571e+01 4.50000000e+01 3.00000000e+01
 1.20000000e+01 5.54521034e+01 3.29865657e+01 4.99932444e+01 3.44169044e+01 4.68706639e+01 3.01274910e+01 4.50061630e+01 2.99994110e+01 4.50000000e+01 3.00000000e+01
 1.30000000e+01 5.56755304e+01 4.25135064e+01 4.75794720e+01 3.60672789e+01 4.68704218e+01 3.01257102e+01 4.50027425e+01 2.99997269e+01 4.50000000e+01 3.00000000e+01
 1.40000000e+01 5.01908265e+01 4.62228678e+01 4.20979958e+01 3.67457852e+01 4.68702991e+01 3.01248191e+01 4.50012122e+01 2.99998753e+01 4.50000000e+01 3.00000000e+01
 1.50000000e+01 4.39397930e+01 4.76727063e+01 3.61941352e+01 3.38024241e+01 4.68702370e+01 3.01243733e+01 4.50005329e+01 2.99999438e+01 4.50000000e+01 3.00000000e+01
 1.60000000e+01 3.75768805e+01 4.73502443e+01 3.01728856e+01 2.70638267e+01 4.68702055e+01 3.01241503e+01 4.50002332e+01 2.99999749e+01 4.50000000e+01 3.00000000e+01
 1.70000000e+01 3.10291975e+01 4.12708519e+01 2.66527868e+01 2.14506617e+01 4.68701895e+01 3.01240387e+01 4.50001017e+01 2.99999889e+01 4.50000000e+01 3.00000000e+01
 1.80000000e+01 2.51048015e+01 2.97139440e+01 2.93765758e+01 1.96245380e+01 4.68701813e+01 3.01239829e+01 4.50000442e+01 2.99999951e+01 4.50000000e+01 3.00000000e+01
 1.90000000e+01 2.37038900e+01 1.64432846e+01 3.62965837e+01 2.26864462e+01 4.68701770e+01 3.01239550e+01 4.50000192e+01 2.99999978e+01 4.50000000e+01 3.00000000e+01
 2.00000000e+01 2.72932122e+01 6.66028686e+00 4.36647342e+01 2.90982488e+01 4.68701747e+01 3.01239411e+01 4.50000083e+01 2.99999991e+01 4.50000000e+01 3.00000000e+01
 2.10000000e+01 3.57471047e+01 5.04872005e+00 4.76116075e+01 3.39262240e+01 4.68701734e+01 3.01239341e+01 4.50000036e+01 2.99999996e+01 4.50000000e+01 3.00000000e+01
 2.20000000e+01 4.60713959e+01 1.35961818e+01 4.56231328e+01 3.56069003e+01 4.68701726e+01 3.01239306e+01 4.50000015e+01 2.99999998e+01 4.50000000e+01 3.00000000e+01
 2.30000000e+01 5.49420854e+01 2.95942986e+01 4.03378361e+01 3.63815598e+01 4.68701721e+01 3.01239288e+01 4.50000007e+01 2.99999999e+01 4.50000000e+01 3.00000000e+01
 2.40000000e+01 5.74417885e+01 4.11935798e+01 3.44516156e+01 3.12399823e+01 4.68701717e+01 3.01239279e+01 4.50000003e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 2.50000000e+01 5.22345186e+01 4.57070292e+01 2.84915625e+01 2.48792436e+01 4.68701713e+01 3.01239274e+01 4.50000001e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 2.60000000e+01 4.60817921e+01 4.74709379e+01 2.73736254e+01 2.03272176e+01 4.68701710e+01 3.01239272e+01 4.50000001e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 2.70000000e+01 3.97076477e+01 4.81608855e+01 3.15228370e+01 2.00734423e+01 4.68701707e+01 3.01239271e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 2.80000000e+01 3.31922310e+01 4.39902095e+01 3.87898316e+01 2.44853644e+01 4.68701704e+01 3.01239270e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 2.90000000e+01 2.65380473e+01 3.38248716e+01 4.52781008e+01 3.12184339e+01 4.68701701e+01 3.01239270e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 3.00000000e+01 2.35810874e+01 2.05021506e+01 4.75202882e+01 3.47874198e+01 4.68701698e+01 3.01239269e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 3.10000000e+01 2.54816249e+01 8.96997082e+00 4.38320525e+01 3.61443562e+01 4.68701695e+01 3.01239269e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 3.20000000e+01 3.26788326e+01 4.35716043e+00 3.83873205e+01 3.55135359e+01 4.68701692e+01 3.01239269e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 3.30000000e+01 4.27753357e+01 9.70137617e+00 3.24914076e+01 2.93976346e+01 4.68701689e+01 3.01239269e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 3.40000000e+01 5.27234118e+01 2.44303779e+01 2.74494434e+01 2.31745773e+01 4.68701686e+01 3.01239268e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 3.50000000e+01 5.76245505e+01 3.78920751e+01 2.81131156e+01 1.97463664e+01 4.68701683e+01 3.01239268e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 3.60000000e+01 5.43829146e+01 4.44214925e+01 3.35992668e+01 2.10221030e+01 4.68701681e+01 3.01239268e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 3.70000000e+01 4.85229973e+01 4.69684678e+01 4.10868329e+01 2.65091592e+01 4.68701678e+01 3.01239268e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 3.80000000e+01 4.21434553e+01 4.79643406e+01 4.65975067e+01 3.28290173e+01 4.68701675e+01 3.01239268e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 3.90000000e+01 3.56854782e+01 4.59571029e+01 4.69655396e+01 3.52168440e+01 4.68701672e+01 3.01239267e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
 4.00000000e+01 2.90807071e+01 3.80978687e+01 4.20922623e+01 3.62761858e+01 4.68701669e+01 3.01239267e+01 4.50000000e+01 3.00000000e+01 4.50000000e+01 3.00000000e+01
