U         0.00         3.00 TA           blue
U         3.00         6.00 TA           blue
U         8.00        10.00 TB           red
U        11.00        13.00 TB           red
U        13.00        15.00 TB           red
U        17.00        19.00 TA           blue
U	 19.00 	      20.00 TA		 skyblue
