ST0('A') = 1.5;

BO0('A') = 0;

ST0('B') = 16.5;

BO0('B') = 0;

Wbar0('TA','2') = 1;

BTbar0('TA','2')=10;

Xbar0('TA','1') = 1;

Zbar0(i,i1,tbar) = 0;

Ybar0(i,tbar) = 0;

BO0(s) = 0;
