 0.00000000e+00 1.32017515e-02 6.76165563e-01 1.35099338e+00 1.32017515e+00 -1.00000000e-03 -2.00000000e-03
 1.00000000e+00 1.53511599e-02 8.93268398e-01 8.94697601e-01 1.53511599e+00 -1.50000000e-03 -2.00000000e-03
 2.00000000e+00 1.41964806e-02 6.86361685e-01 5.92514968e-01 1.41964806e+00 -1.50000000e-03 -2.00000000e-03
 3.00000000e+00 1.37566720e-02 4.96506864e-01 3.92394018e-01 1.37566720e+00 -1.50000000e-03 -2.00000000e-03
 4.00000000e+00 1.37346485e-02 3.55841658e-01 2.59863588e-01 1.37346485e+00 -1.50000000e-03 -2.00000000e-03
 5.00000000e+00 1.38543939e-02 2.54647631e-01 1.72095092e-01 1.38543939e+00 -1.50000000e-03 -2.00000000e-03
 6.00000000e+00 1.40163798e-02 1.82187132e-01 1.13970259e-01 1.40163798e+00 -1.50000000e-03 -2.00000000e-03
 7.00000000e+00 1.41913034e-02 1.30340329e-01 7.54769929e-02 1.41913034e+00 -1.50000000e-03 -2.00000000e-03
 8.00000000e+00 1.43712616e-02 9.32474978e-02 4.99847635e-02 1.43712616e+00 -1.50000000e-03 -2.00000000e-03
 9.00000000e+00 1.45542327e-02 6.67106415e-02 3.31024924e-02 1.45542327e+00 -1.50000000e-03 -2.00000000e-03
 1.00000000e+01 1.47397297e-02 4.77257734e-02 2.18097757e-02 1.47397297e+00 -1.50000000e-03 -2.00000000e-03
 1.10000000e+01 1.49276544e-02 3.41437188e-02 1.40770773e-02 1.49276544e+00 -1.50000000e-03 -1.48508467e-03
 1.20000000e+01 1.51180061e-02 2.44269175e-02 8.95247239e-03 1.51180061e+00 -1.50000000e-03 -1.03948033e-03
 1.30000000e+01 1.53108082e-02 1.74753752e-02 5.55783728e-03 1.53108082e+00 -1.50000000e-03 -9.33774562e-04
 1.40000000e+01 1.55060902e-02 1.25021399e-02 3.30953126e-03 1.55060902e+00 -1.50000000e-03 -9.08699155e-04
 1.50000000e+01 1.57038837e-02 8.94421435e-03 1.82053866e-03 1.57038837e+00 -1.50000000e-03 -9.02750794e-04
 1.60000000e+01 1.59042207e-02 6.39882220e-03 8.34439396e-04 1.59042207e+00 -1.50000000e-03 -9.01339731e-04
 1.70000000e+01 1.61071340e-02 4.42476329e-03 2.02363522e-04 1.61071340e+00 -1.08274163e-03 -3.92575103e-04
 1.80000000e+01 1.63126567e-02 2.81235139e-03 2.08731831e-05 1.63126567e+00 -8.65010621e-04 3.07743282e-04
 1.90000000e+01 1.65208224e-02 1.62236478e-03 8.73295744e-06 1.65208224e+00 -5.85022725e-04 1.42758065e-04
 2.00000000e+01 1.67316650e-02 8.35214592e-04 3.63729311e-06 1.67316650e+00 -3.56168036e-04 6.15046313e-05
 2.10000000e+01 1.69452190e-02 3.57797051e-04 1.51254136e-06 1.69452190e+00 -1.59733778e-04 2.58764101e-05
 2.20000000e+01 1.71615192e-02 1.34081527e-04 6.28627232e-07 1.71615192e+00 -6.01400527e-05 1.07986080e-05
 2.30000000e+01 1.73806009e-02 5.02931104e-05 2.61212016e-07 1.73806009e+00 -2.25810366e-05 4.49360756e-06
 2.40000000e+01 1.76025000e-02 1.88743561e-05 1.08533219e-07 1.76025000e+00 -8.47531020e-06 1.86804162e-06
 2.50000000e+01 1.78272526e-02 7.08530352e-06 4.50942784e-08 1.78272526e+00 -3.18136049e-06 7.76289704e-07
 2.60000000e+01 1.80548954e-02 2.66018439e-06 1.87359789e-08 1.80548954e+00 -1.19435785e-06 3.22557071e-07
 2.70000000e+01 1.82854657e-02 9.98852884e-07 7.78448677e-09 1.82854657e+00 -4.48438025e-07 1.34020120e-07
 2.80000000e+01 1.85190010e-02 3.75069027e-07 3.23432087e-09 1.85190010e+00 -1.68383259e-07 5.56835103e-08
 2.90000000e+01 1.87555395e-02 1.40841845e-07 1.34380438e-09 1.87555395e+00 -6.32283510e-08 2.31356011e-08
