 0.00000000e+00 9.94527363e-01 -1.00000000e-03 -2.00000000e-03 9.94527363e-03 6.75496689e-01 1.34952185e+00
 1.00000000e+00 1.28448440e+00 -1.50000000e-03 -2.00000000e-03 1.28448440e-02 8.92177049e-01 8.92980036e-01
 2.00000000e+00 1.36642420e+00 -1.50000000e-03 -2.00000000e-03 1.36642420e-02 6.85132027e-01 5.90634461e-01
 3.00000000e+00 1.39943917e+00 -1.50000000e-03 -2.00000000e-03 1.39943917e-02 4.95159975e-01 3.90405603e-01
 4.00000000e+00 1.42100214e+00 -1.50000000e-03 -2.00000000e-03 1.42100214e-02 3.54408785e-01 2.57803711e-01
 5.00000000e+00 1.44000691e+00 -1.50000000e-03 -2.00000000e-03 1.44000691e-02 2.53152999e-01 1.69987888e-01
 6.00000000e+00 1.45857696e+00 -1.50000000e-03 -2.00000000e-03 1.45857696e-02 1.80648288e-01 1.11831714e-01
 7.00000000e+00 1.47722280e+00 -1.50000000e-03 -2.00000000e-03 1.47722280e-02 1.28769852e-01 7.33176913e-02
 8.00000000e+00 1.49606924e+00 -1.50000000e-03 -2.00000000e-03 1.49606924e-02 9.16543899e-02 4.78117161e-02
 9.00000000e+00 1.51514861e+00 -1.50000000e-03 -2.00000000e-03 1.51514861e-02 6.51013429e-02 3.09203418e-02
 1.00000000e+01 1.53447106e+00 -1.50000000e-03 -2.00000000e-03 1.53447106e-02 4.61048918e-02 1.98576464e-02
 1.10000000e+01 1.55404145e+00 -1.50000000e-03 -2.00000000e-03 1.55404145e-02 3.25145505e-02 1.28108438e-02
 1.20000000e+01 1.57386337e+00 -1.50000000e-03 -2.00000000e-03 1.57386337e-02 2.27918208e-02 8.14806109e-03
 1.30000000e+01 1.59394016e+00 -1.50000000e-03 -2.00000000e-03 1.59394016e-02 1.58360373e-02 5.06106821e-03
 1.40000000e+01 1.61427513e+00 -1.50000000e-03 -2.00000000e-03 1.61427513e-02 1.08597677e-02 3.01692569e-03
 1.50000000e+01 1.63487159e+00 -1.50000000e-03 -2.00000000e-03 1.63487159e-02 7.29967138e-03 1.66324197e-03
 1.60000000e+01 1.65573292e+00 -1.50000000e-03 -2.00000000e-03 1.65573292e-02 4.75272624e-03 7.66775266e-04
 1.70000000e+01 1.67686252e+00 -1.50000000e-03 -1.48278192e-03 1.67686252e-02 2.93060431e-03 1.87535702e-04
 1.80000000e+01 1.69826384e+00 -1.50000000e-03 -4.69522831e-04 1.69826384e-02 1.71134127e-03 1.61779548e-05
 1.90000000e+01 1.71994037e+00 -1.32099019e-03 -2.09170581e-04 1.71994037e-02 8.43146920e-04 6.64125163e-06
 2.00000000e+01 1.74189565e+00 -8.81653986e-04 -8.89796021e-05 1.74189565e-02 2.02974519e-04 2.74749709e-06
 2.10000000e+01 1.76413327e+00 -4.67277306e-04 -3.72743852e-05 1.76413327e-02 8.97600520e-06 1.13979751e-06
 2.20000000e+01 1.78665686e+00 -1.92448727e-04 -1.55317094e-05 1.78665686e-02 3.48092849e-06 4.73310139e-07
 2.30000000e+01 1.80947009e+00 -7.50469019e-05 -6.45975247e-06 1.80947009e-02 1.33399709e-06 1.96614491e-07
 2.40000000e+01 1.83257670e+00 -2.86747554e-05 -2.68488527e-06 1.83257670e-02 5.06893668e-07 8.16843658e-08
 2.50000000e+01 1.85598045e+00 -1.08606535e-05 -1.11566590e-06 1.85598045e-02 1.91615441e-07 3.39376194e-08
 2.60000000e+01 1.87968516e+00 -4.09646814e-06 -4.63560782e-07 1.87968516e-02 7.22198057e-08 1.41003711e-08
 2.70000000e+01 1.90369470e+00 -1.54190612e-06 -1.92604535e-07 1.90369470e-02 2.71746156e-08 5.85844142e-09
 2.80000000e+01 1.92801300e+00 -5.79742453e-07 -8.00242900e-08 1.92801300e-02 1.02158458e-08 2.43407797e-09
 2.90000000e+01 1.95264403e+00 -2.17852221e-07 -3.32487681e-08 1.95264403e-02 3.83855890e-09 1.01131670e-09
