# Created by Octave 3.6.1, Sun Nov 18 19:46:34 2012 CST <kaushik@d-16>
# name: data1
# type: matrix
# rows: 51
# columns: 5
 0 40 40 35 5
 1 35.1006469449746 34.35468980912101 35 5
 2 32.37512653625876 30.0121688438785 35 5
 3 29.74255894992245 26.6520625296926 35 5
 4 22.82353458327797 24.20731115779641 35 5
 5 22.34651066330333 22.69060048677816 35 5
 6 18.02827518182093 21.7434571815363 35 5
 7 19.03172361720468 21.14622338026581 35 5
 8 15.27093578016552 20.76557388326914 35 5
 9 17.72317882973542 20.5201447628157 35 5
 10 16.35814879485412 20.35996942007381 35 5
 11 14.44776074960815 20.25402890311082 35 5
 12 15.57424466750674 20.18295780386872 35 5
 13 19.74629213153991 20.13455235011037 35 5
 14 19.17473995180812 20.10105004690792 35 5
 15 14.42298118358006 20.07746684183314 35 5
 16 15.26943683483127 20.06056687674643 35 5
 17 13.7232715053687 20.04823768939744 35 5
 18 11.74396444093991 20.039076812637 35 5
 19 16.58267940534678 20.03214516932237 35 5
 20 22.43801951210203 20.02680605498059 35 5
 21 23.63250997435391 20.02262228790976 35 5
 22 23.43852600493571 20.01928981719624 35 5
 23 21.11614726344249 20.01659443763707 35 5
 24 16.0725848575546 20.01438328069876 35 5
 25 21.19527499745593 20.01254583577729 35 5
 26 25.32555144503817 20.0110011770529 35 5
 27 25.07285788656286 20.00968927244207 35 5
 28 22.39239726895644 20.00856500642461 35 5
 29 21.94174599157624 20.00759402656055 35 5
 30 16.83808504882083 20.00674982856216 35 5
 31 17.03755363973862 20.00601169120002 35 5
 32 19.51961948303821 20.00536320004422 35 5
 33 19.0431351586541 20.00479118295422 35 5
 34 15.37284033756569 20.00428493596744 35 5
 35 13.7832504590109 20.00383565562971 35 5
 36 16.94627127238458 20.00343601917859 35 5
 37 15.46065345665403 20.00307987136195 35 5
 38 14.26997992495667 20.00276198868346 35 5
 39 15.88368974220883 20.00247790023844 35 5
 40 22.08700769281272 20.00222375018602 35 5
 41 23.74496562713707 20.00199619106449 35 5
 42 20.42309786952399 20.00179230011849 35 5
 43 22.07797914453572 20.00160951292659 35 5
 44 21.17538060306562 20.00144557014229 35 5
 45 24.15444633957313 20.00129847426304 35 5
 46 22.43973249265714 20.00116645414091 35 5
 47 23.31136667343796 20.00104793553065 35 5
 48 24.66618139533466 20.00094151639634 35 5
 49 19.24474809604813 20.00084594601041 35 5
 50 18.8825178787954 20.00076010710923 35 5


# name: data2
# type: matrix
# rows: 50
# columns: 4
 0 59.22627654911594 59.22627654911594 100
 1 33.59327896250761 23.23044222157478 100
 2 103.2105956203559 10.71446890443622 100
 3 166.4849645788336 5.164111075134088 100
 4 30.93584284839034 2.583991027398611 100
 5 3.488364536626733 1.508681014527525 100
 6 217.992931357254 1.007820955874166 100
 7 75.6401018134179 0.7379230567125887 100
 8 495.5490634321031 0.5691313857956217 100
 9 142.6599579895544 0.4504768484141106 100
 10 276.3068952638957 0.3607739340525464 100
 


