 0.00000000e+00 2.59998330e-12 6.78034097e+00 4.00000000e+00 7.39017049e+00 8.00000000e+00 6.79703703e+00 7.42059184e+00 5.04182605e+00
 1.00000000e+00 2.74478259e-12 2.65163705e+00 2.00000000e+00 3.87124459e+00 7.88548972e+00 7.24557326e+00 7.56773589e+00 6.79541410e+00
 2.00000000e+00 4.89196791e-12 1.03731819e+00 1.00000000e+00 1.96547324e+00 7.34512531e+00 7.58684574e+00 7.23826189e+00 7.50740544e+00
 3.00000000e+00 2.92666398e+00 4.05822844e-01 7.10901714e-01 8.25680157e-01 7.90209101e+00 7.78151806e+00 7.43835366e+00 7.79774430e+00
 4.00000000e+00 9.08283251e+00 1.94108924e+00 3.85246004e+00 7.95837525e-01 7.99686383e+00 7.88735475e+00 7.67145144e+00 7.91663795e+00
 5.00000000e+00 1.55636046e+01 6.29019675e+00 9.03774260e+00 8.82595307e+00 8.00300678e+00 7.94264634e+00 7.82672614e+00 7.96551881e+00
 6.00000000e+00 2.01317774e+01 1.19371313e+01 1.50404477e+01 1.56196549e+01 8.00183191e+00 7.97101497e+00 7.91376427e+00 7.98569034e+00
 7.00000000e+00 2.02519499e+01 1.69269311e+01 1.95653470e+01 1.70159354e+01 8.00090205e+00 7.98541365e+00 7.95863001e+00 7.99404344e+00
 8.00000000e+00 1.53522512e+01 1.89512203e+01 1.73773534e+01 1.30890307e+01 8.00043265e+00 7.99267776e+00 7.98064673e+00 7.99751361e+00
 9.00000000e+00 6.51600361e+00 1.67591897e+01 1.00475597e+01 6.67406767e+00 8.00020797e+00 7.99632956e+00 7.99110936e+00 7.99895950e+00
 1.00000000e+01 9.90631030e-12 1.05213836e+01 1.38725728e+00 2.66791823e+00 8.00010047e+00 7.99816159e+00 7.99597099e+00 7.99956358e+00
 1.10000000e+01 1.01340856e-11 4.11466131e+00 3.54291650e-01 1.53388624e+00 8.00004866e+00 7.99907958e+00 7.99819322e+00 7.99981657e+00
 1.20000000e+01 4.93617435e-12 1.60965111e+00 2.50000000e-01 8.33530315e-01 8.00002354e+00 7.99953923e+00 7.99919643e+00 7.99992276e+00
 1.30000000e+01 2.45247388e-12 6.29732631e-01 2.47853232e+00 4.32521967e+00 8.00001132e+00 7.99976929e+00 7.99964497e+00 7.99996742e+00
 1.40000000e+01 1.06020699e+00 2.46368909e-01 7.97008512e+00 1.04519279e+01 8.00000536e+00 7.99988441e+00 7.99984398e+00 7.99998624e+00
 1.50000000e+01 7.42311955e+00 7.42046022e-01 1.38870882e+01 1.48647665e+01 8.00000245e+00 7.99994201e+00 7.99993174e+00 7.99999418e+00
 1.60000000e+01 1.39708025e+01 4.81072528e+00 1.77118103e+01 1.56502954e+01 8.00000102e+00 7.99997082e+00 7.99997024e+00 7.99999754e+00
 1.70000000e+01 1.98951985e+01 1.03886834e+01 1.58193582e+01 1.23459740e+01 8.00000033e+00 7.99998523e+00 7.99998707e+00 7.99999896e+00
 1.80000000e+01 2.12961100e+01 1.61774143e+01 9.66690277e+00 6.75812441e+00 7.99999999e+00 7.99999244e+00 7.99999439e+00 7.99999956e+00
 1.90000000e+01 1.77067878e+01 1.92939506e+01 2.53393547e+00 2.70311776e+00 7.99999982e+00 7.99999605e+00 7.99999758e+00 7.99999981e+00
