 0.00000000e+00 -2.00000000e-04 7.33357769e+00 3.99990000e+00 7.66678884e+00 8.00000000e+00 6.80426965e+00 7.42059184e+00 5.04182605e+00
 1.00000000e+00 -2.00000000e-04 4.88988115e+00 3.69915555e+00 6.45843996e+00 7.88672131e+00 7.24796046e+00 7.56773589e+00 6.79541410e+00
 2.00000000e+00 -2.00000000e-04 3.26045155e+00 3.53805606e+00 5.22962363e+00 7.35320170e+00 7.58714931e+00 7.23826189e+00 7.50740544e+00
 3.00000000e+00 -2.00000000e-04 2.17396608e+00 3.43368579e+00 4.59200954e+00 7.90312726e+00 7.78144598e+00 7.43835366e+00 7.79774430e+00
 4.00000000e+00 -2.00000000e-04 1.44950968e+00 3.72312970e+00 4.83894853e+00 7.99667918e+00 7.88723342e+00 7.67145144e+00 7.91663795e+00
 5.00000000e+00 -2.00000000e-04 9.66450243e-01 4.35910012e+00 5.71171378e+00 8.00283437e+00 7.94255033e+00 7.82672614e+00 7.96551881e+00
 6.00000000e+00 -2.00000000e-04 6.44351597e-01 5.20069457e+00 6.79502839e+00 8.00172908e+00 7.97094853e+00 7.91376427e+00 7.98569034e+00
 7.00000000e+00 -2.00000000e-04 4.29579814e-01 6.06255855e+00 7.70952031e+00 8.00084134e+00 7.98536850e+00 7.95863001e+00 7.99404344e+00
 8.00000000e+00 1.83403311e+00 2.86372385e-01 6.76250651e+00 8.24090438e+00 8.00039451e+00 7.99264590e+00 7.98064673e+00 7.99751361e+00
 9.00000000e+00 5.30726847e+00 8.02070201e-01 7.21195831e+00 8.36462984e+00 8.00018161e+00 7.99630548e+00 7.99110936e+00 7.99895950e+00
 1.00000000e+01 8.79046317e+00 2.30325252e+00 7.41535343e+00 8.19677698e+00 8.00008018e+00 7.99814194e+00 7.99597099e+00 7.99956358e+00
 1.10000000e+01 1.23496372e+01 4.46486348e+00 7.44793174e+00 7.91230192e+00 8.00003148e+00 7.99906239e+00 7.99819322e+00 7.99981657e+00
 1.20000000e+01 1.52447499e+01 7.09215804e+00 7.40878320e+00 7.66704475e+00 8.00000795e+00 7.99952339e+00 7.99919643e+00 7.99992276e+00
 1.30000000e+01 1.66985407e+01 9.80869261e+00 7.38094650e+00 7.55038790e+00 7.99999653e+00 7.99975419e+00 7.99964497e+00 7.99996742e+00
 1.40000000e+01 1.66448370e+01 1.21044668e+01 7.40896678e+00 7.57548339e+00 7.99999098e+00 7.99986970e+00 7.99984398e+00 7.99998624e+00
 1.50000000e+01 1.50172460e+01 1.36173688e+01 7.49678950e+00 7.69909841e+00 7.99998828e+00 7.99992751e+00 7.99993174e+00 7.99999418e+00
 1.60000000e+01 1.20457975e+01 1.40838235e+01 7.62034888e+00 7.85493383e+00 7.99998696e+00 7.99995644e+00 7.99997024e+00 7.99999754e+00
 1.70000000e+01 8.32245645e+00 1.34047305e+01 7.74584440e+00 7.98454643e+00 7.99998632e+00 7.99997091e+00 7.99998707e+00 7.99999896e+00
 1.80000000e+01 4.49563555e+00 1.17112601e+01 7.84553378e+00 8.05576558e+00 7.99998601e+00 7.99997815e+00 7.99999439e+00 7.99999956e+00
 1.90000000e+01 1.25727307e+00 9.30693351e+00 7.90630657e+00 8.06604645e+00 7.99998586e+00 7.99998178e+00 7.99999758e+00 7.99999981e+00
 2.00000000e+01 -2.00000000e-04 6.62469685e+00 7.93029824e+00 8.03429858e+00 7.99998578e+00 7.99998359e+00 7.99999895e+00 7.99999992e+00
 2.10000000e+01 -2.00000000e-04 4.41720731e+00 7.92984362e+00 7.98767715e+00 7.99998575e+00 7.99998450e+00 7.99999955e+00 7.99999997e+00
 2.20000000e+01 1.58344299e-02 2.94527791e+00 7.92033008e+00 7.94956812e+00 7.99998573e+00 7.99998495e+00 7.99999981e+00 7.99999999e+00
 2.30000000e+01 2.75931760e+00 1.96915466e+00 7.91413885e+00 7.93262992e+00 7.99998572e+00 7.99998518e+00 7.99999992e+00 7.99999999e+00
 2.40000000e+01 6.17848932e+00 2.23244576e+00 7.91747971e+00 7.93776642e+00 7.99998572e+00 7.99998529e+00 7.99999996e+00 8.00000000e+00
 2.50000000e+01 9.66048622e+00 3.54731149e+00 7.93034016e+00 7.95754396e+00 7.99998572e+00 7.99998535e+00 7.99999998e+00 8.00000000e+00
 2.60000000e+01 1.32479620e+01 5.58428951e+00 7.94860282e+00 7.98146421e+00 7.99998572e+00 7.99998538e+00 7.99999999e+00 8.00000000e+00
 2.70000000e+01 1.57733871e+01 8.13791068e+00 7.96691547e+00 8.00065957e+00 7.99998572e+00 7.99998539e+00 8.00000000e+00 8.00000000e+00
 2.80000000e+01 1.68491624e+01 1.06821366e+01 7.98107411e+00 8.01054017e+00 7.99998572e+00 7.99998540e+00 8.00000000e+00 8.00000000e+00
 2.90000000e+01 1.64172445e+01 1.27370584e+01 7.98923678e+00 8.01110199e+00 7.99998572e+00 7.99998540e+00 8.00000000e+00 8.00000000e+00
 3.00000000e+01 1.43847797e+01 1.39633375e+01 7.99190987e+00 8.00551927e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
 3.10000000e+01 1.11537724e+01 1.41037667e+01 7.99109828e+00 7.99805340e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
 3.20000000e+01 7.33360598e+00 1.31207957e+01 7.98918207e+00 7.99222878e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
 3.30000000e+01 3.57365114e+00 1.11924395e+01 7.98800273e+00 7.98983495e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
 3.40000000e+01 5.83244449e-01 8.65377425e+00 7.98841682e+00 7.99084880e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
 3.50000000e+01 -2.00000000e-04 5.96458368e+00 7.99032958e+00 7.99401720e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
 3.60000000e+01 -2.00000000e-04 3.97705121e+00 7.99304788e+00 7.99768921e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
 3.70000000e+01 5.57730412e-01 2.65178673e+00 7.99572946e+00 8.00052709e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
 3.80000000e+01 3.63024278e+00 1.95402380e+00 7.99774104e+00 8.00188399e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
 3.90000000e+01 7.07746824e+00 2.51255866e+00 7.99882819e+00 8.00181966e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
 4.00000000e+01 1.05835087e+01 4.03363746e+00 7.99909665e+00 8.00086177e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
 4.10000000e+01 1.39690315e+01 6.21612762e+00 7.99887077e+00 7.99967657e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
 4.20000000e+01 1.61311832e+01 8.79948170e+00 7.99851776e+00 7.99879308e+00 7.99998572e+00 7.99998541e+00 8.00000000e+00 8.00000000e+00
