 0.00000000e+00 4.80000000e+01 3.20000000e+01 4.80000000e+01 3.20000000e+01 4.80000000e+01 3.20000000e+01 4.80000000e+01 3.20000000e+01 4.50000000e+01 3.00000000e+01
 1.00000000e+00 4.48861540e+01 3.20000000e+01 4.64430770e+01 3.20000000e+01 4.78741887e+01 3.20460575e+01 4.77486924e+01 3.25607262e+01 4.50000000e+01 3.00000000e+01
 2.00000000e+00 4.46625467e+01 3.93288215e+01 4.62386641e+01 3.41349359e+01 4.78017453e+01 3.21175905e+01 4.77328126e+01 3.29607256e+01 4.50000000e+01 3.00000000e+01
 3.00000000e+00 4.46904136e+01 4.66062569e+01 4.61850332e+01 3.73281529e+01 4.77220841e+01 3.15861402e+01 4.72170428e+01 3.08261733e+01 4.50000000e+01 3.00000000e+01
 4.00000000e+00 3.79570913e+01 5.14916098e+01 4.41595879e+01 4.00317702e+01 4.76420503e+01 3.09510161e+01 4.68566817e+01 3.01912180e+01 4.50000000e+01 3.00000000e+01
 5.00000000e+00 3.12219022e+01 5.47518646e+01 4.09857735e+01 4.13754127e+01 4.70229168e+01 3.05579241e+01 4.61034283e+01 3.00217133e+01 4.50000000e+01 3.00000000e+01
 6.00000000e+00 2.45271679e+01 5.69259973e+01 3.72595609e+01 4.11995108e+01 4.69131668e+01 3.03460085e+01 4.55853381e+01 2.99870201e+01 4.50000000e+01 3.00000000e+01
 7.00000000e+00 1.78387449e+01 5.83757042e+01 3.37243907e+01 4.00710401e+01 4.68932041e+01 3.02364809e+01 4.52922814e+01 2.99861961e+01 4.50000000e+01 3.00000000e+01
 8.00000000e+00 1.11510609e+01 5.93423542e+01 3.10119783e+01 3.86998500e+01 4.68859764e+01 3.01807265e+01 4.51405227e+01 2.99910384e+01 4.50000000e+01 3.00000000e+01
 9.00000000e+00 4.33173659e+00 5.99869058e+01 2.93572793e+01 3.76750956e+01 4.68824036e+01 3.01525624e+01 4.50658389e+01 2.99950346e+01 4.50000000e+01 3.00000000e+01
 1.00000000e+01 -2.61473670e+00 5.87363818e+01 2.86537628e+01 3.72828370e+01 4.68805452e+01 3.01383939e+01 4.50302798e+01 2.99974570e+01 4.50000000e+01 3.00000000e+01
 1.10000000e+01 -9.58112632e+00 5.40198781e+01 2.85523864e+01 3.75003487e+01 4.68795800e+01 3.01312829e+01 4.50137338e+01 2.99987571e+01 4.50000000e+01 3.00000000e+01
 1.20000000e+01 -1.50191705e+01 4.63493403e+01 2.86565507e+01 3.80969265e+01 4.68790801e+01 3.01277187e+01 4.50061630e+01 2.99994110e+01 4.50000000e+01 3.00000000e+01
 1.30000000e+01 -1.74866239e+01 3.66283168e+01 2.86648791e+01 3.87773317e+01 4.68788198e+01 3.01259334e+01 4.50027425e+01 2.99997269e+01 4.50000000e+01 3.00000000e+01
 1.40000000e+01 -1.69244733e+01 2.61186932e+01 2.84406031e+01 3.93049143e+01 4.68786818e+01 3.01250394e+01 4.50012122e+01 2.99998753e+01 4.50000000e+01 3.00000000e+01
 1.50000000e+01 -1.32653979e+01 1.66569936e+01 2.80016230e+01 3.95664224e+01 4.68786059e+01 3.01245917e+01 4.50005329e+01 2.99999438e+01 4.50000000e+01 3.00000000e+01
